id,Term,Classification_level1,Classification_level2,ListHits,ListTotal,PopHits,PopTotal,p-value,q-value,Enrichment_score,geneID,hyperlink_only_excel
rno05222,Small cell lung cancer,Human Diseases,Cancer: specific types,2,84,91,9012,0.208065079,0.483935135,2.357927786,Nos2;Tp53,rno05222
rno05223,Non-small cell lung cancer,Human Diseases,Cancer: specific types,2,84,73,9012,0.14804441,0.42736523,2.939334638,Tp53;Foxo3,rno05223
rno05224,Breast cancer,Human Diseases,Cancer: specific types,1,84,148,9012,0.752772443,0.78566056,0.724903475,Tp53,rno05224
rno05225,Hepatocellular carcinoma,Human Diseases,Cancer: specific types,3,84,177,9012,0.228205547,0.485784085,1.818401937,Tp53;Gstm3;Gstm2,rno05225
rno05226,Gastric cancer,Human Diseases,Cancer: specific types,1,84,150,9012,0.757436224,0.786709121,0.715238095,Tp53,rno05226
rno05230,Central carbon metabolism in cancer,Human Diseases,Cancer: overview,2,84,68,9012,0.132095267,0.421323227,3.155462185,Slc16a3;Tp53,rno05230
rno05231,Choline metabolism in cancer,Human Diseases,Cancer: overview,2,84,98,9012,0.232093092,0.489215831,2.189504373,Plpp3;Dgkg,rno05231
rno05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,Human Diseases,Cancer: overview,3,84,89,9012,0.050069208,0.271914782,3.616372392,Nfatc1;Map2k3;Ptpn6,rno05235
rno05321,Inflammatory bowel disease,Human Diseases,Immune disease,2,84,61,9012,0.110525426,0.384748488,3.517564403,Il1b;Nfatc1,rno05321
rno05322,Systemic lupus erythematosus,Human Diseases,Immune disease,1,84,116,9012,0.664897713,0.732524163,0.924876847,Fcgr3a,rno05322
rno05323,Rheumatoid arthritis,Human Diseases,Immune disease,5,84,86,9012,0.00120302,0.044101131,6.237541528,Il1b;Flt1;Angpt1;Icam1;Itgb2,rno05323
rno05332,Graft-versus-host disease,Human Diseases,Immune disease,1,84,59,9012,0.425529483,0.607492984,1.818401937,Il1b,rno05332
rno05410,Hypertrophic cardiomyopathy,Human Diseases,Cardiovascular disease,2,84,91,9012,0.208065079,0.483935135,2.357927786,Itga4;Cacna1d,rno05410
rno05412,Arrhythmogenic right ventricular cardiomyopathy,Human Diseases,Cardiovascular disease,2,84,77,9012,0.161073357,0.441058219,2.786641929,Itga4;Cacna1d,rno05412
rno05414,Dilated cardiomyopathy,Human Diseases,Cardiovascular disease,2,84,94,9012,0.218333526,0.483935135,2.282674772,Itga4;Cacna1d,rno05414
rno05415,Diabetic cardiomyopathy,Human Diseases,Cardiovascular disease,2,84,210,9012,0.586682081,0.681819716,1.021768707,Agtr1b;RGD1565355,rno05415
rno05416,Viral myocarditis,Human Diseases,Cardiovascular disease,2,84,82,9012,0.177640617,0.462918234,2.616724739,Icam1;Itgb2,rno05416
rno05417,Lipid and atherosclerosis,Human Diseases,Cardiovascular disease,7,84,208,9012,0.003178307,0.068333604,3.610576923,RGD1565355;Il1b;Tp53;Icam1;Nfatc1;Map2k3;Abcg1,rno05417
rno05418,Fluid shear stress and atherosclerosis,Human Diseases,Cardiovascular disease,6,84,149,9012,0.00260211,0.062161514,4.320230105,Il1r2;Il1b;Tp53;Gstm3;Icam1;Gstm2,rno05418
